pfam_accession	pfam_version	pfam_name	pfam_short_name	pfam_description	theme_id	theme	subcategory_id	subcategory	hmm_name	hmm_file	hmm_length	n_seed_sequences	effn	source
PF06003	PF06003.18	SMN_Tudor	Survival motor neuron protein (SMN), Tudor domain		10_epigenetics	Epigenetics and RNA biology	10.4_histone_readers	Histone modifiers readers	SMN_Tudor_REV	hmm/per_domain/SMN_Tudor_REVISION.hmm	52	707	5.186314	TIAMMAt mollusc-revised
PF00567	PF00567.31	TUDOR	Tudor domain		10_epigenetics	Epigenetics and RNA biology	10.4_histone_readers	Histone modifiers readers	TUDOR_REV	hmm/per_domain/TUDOR_REVISION.hmm	122	8570	9.435716	TIAMMAt mollusc-revised
PF00186	PF00186.25	DHFR_1	Dihydrofolate reductase		10_epigenetics	Epigenetics and RNA biology	10.5_chromatin_remodel	Chromatin remodeling	DHFR_1_REV	hmm/per_domain/DHFR_1_REVISION.hmm	167	579	2.548851	TIAMMAt mollusc-revised
PF09110	PF09110.17	HAND	HAND		10_epigenetics	Epigenetics and RNA biology	10.5_chromatin_remodel	Chromatin remodeling	HAND_REV	hmm/per_domain/HAND_REVISION.hmm	106	412	2.580658	TIAMMAt mollusc-revised
PF09416	PF09416.17	UPF1_Zn_bind	RNA helicase (UPF2 interacting domain)		10_epigenetics	Epigenetics and RNA biology	10.5_chromatin_remodel	Chromatin remodeling	UPF1_Zn_bind_REV	hmm/per_domain/UPF1_Zn_bind_REVISION.hmm	152	330	1.780014	TIAMMAt mollusc-revised
PF02137	PF02137.25	A_deamin	Adenosine-deaminase (editase) domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	A_deamin_REV	hmm/per_domain/A_deamin_REVISION.hmm	329	1670	4.691906	TIAMMAt mollusc-revised
PF15334	PF15334.12	AIB	Aurora kinase A and ninein interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	AIB_REV	hmm/per_domain/AIB_REVISION.hmm	324	17	1.066650	TIAMMAt mollusc-revised
PF03915	PF03915.19	AIP3	Actin interacting protein 3		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	AIP3_REV	hmm/per_domain/AIP3_REVISION.hmm	432	1295	9.588604	TIAMMAt mollusc-revised
PF08945	PF08945.16	Bclx_interact	Bcl-x interacting, BH3 domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Bclx_interact_REV	hmm/per_domain/Bclx_interact_REVISION.hmm	30	39	5.479614	TIAMMAt mollusc-revised
PF06393	PF06393.17	BID	BH3 interacting domain (BID)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	BID_REV	hmm/per_domain/BID_REVISION.hmm	190	24	1.567383	TIAMMAt mollusc-revised
PF06859	PF06859.19	Bin3	Bicoid-interacting protein 3 (Bin3)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Bin3_REV	hmm/per_domain/Bin3_REVISION.hmm	109	361	1.941719	TIAMMAt mollusc-revised
PF12496	PF12496.14	BNIP2	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	BNIP2_REV	hmm/per_domain/BNIP2_REVISION.hmm	135	327	3.358017	TIAMMAt mollusc-revised
PF11618	PF11618.15	C2-C2_1	First C2 domain of RPGR-interacting protein 1		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	C2-C2_1_REV	hmm/per_domain/C2-C2_1_REVISION.hmm	141	434	4.367416	TIAMMAt mollusc-revised
PF14816	PF14816.12	CANIN	Coiled-coil and Nse Interacting (CANIN) domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	CANIN_REV	hmm/per_domain/CANIN_REVISION.hmm	354	294	5.522369	TIAMMAt mollusc-revised
PF15255	PF15255.12	CAP-ZIP_m	WASH complex subunit CAP-Z interacting, central region		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	CAP-ZIP_m_REV	hmm/per_domain/CAP-ZIP_m_REVISION.hmm	139	377	7.590508	TIAMMAt mollusc-revised
PF10197	PF10197.15	Cir_N	N-terminal domain of CBF1 interacting co-repressor CIR		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Cir_N_REV	hmm/per_domain/Cir_N_REVISION.hmm	37	709	15.305447	TIAMMAt mollusc-revised
PF15043	PF15043.12	CNRIP1	CB1 cannabinoid receptor-interacting protein 1		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	CNRIP1_REV	hmm/per_domain/CNRIP1_REVISION.hmm	158	242	2.403900	TIAMMAt mollusc-revised
PF10147	PF10147.15	CR6_interact	Growth arrest and DNA-damage-inducible proteins-interacting protein 1		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	CR6_interact_REV	hmm/per_domain/CR6_interact_REVISION.hmm	193	334	4.416061	TIAMMAt mollusc-revised
PF12004	PF12004.14	DAB2P_C	Disabled homolog 2-interacting protein, C-terminal domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	DAB2P_C_REV	hmm/per_domain/DAB2P_C_REVISION.hmm	513	453	10.178261	TIAMMAt mollusc-revised
PF03344	PF03344.21	Daxx	Daxx N-terminal Rassf1C-interacting domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Daxx_REV	hmm/per_domain/Daxx_REVISION.hmm	79	105	2.887115	TIAMMAt mollusc-revised
PF12170	PF12170.14	DNA_pol3_tau_5	DNA polymerase III tau subunit V interacting with alpha		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	DNA_pol3_tau_5_REV	hmm/per_domain/DNA_pol3_tau_5_REVISION.hmm	142	22	1.678467	TIAMMAt mollusc-revised
PF00035	PF00035.33	dsrm	Double-stranded RNA binding motif		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	dsrm_REV	hmm/per_domain/dsrm_REVISION.hmm	66	5479	17.470394	TIAMMAt mollusc-revised
PF13815	PF13815.12	Dzip-like_N	Iguana/Dzip1-like DAZ-interacting protein N-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Dzip-like_N_REV	hmm/per_domain/Dzip-like_N_REVISION.hmm	117	192	1.596680	TIAMMAt mollusc-revised
PF15137	PF15137.11	ECPIP	Exosomal polycystin 1 interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	ECPIP_REV	hmm/per_domain/ECPIP_REVISION.hmm	216	16	1.480469	TIAMMAt mollusc-revised
PF08021	PF08021.18	FAD_binding_9	Siderophore-interacting FAD-binding domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FAD_binding_9_REV	hmm/per_domain/FAD_binding_9_REVISION.hmm	117	37	2.163452	TIAMMAt mollusc-revised
PF09766	PF09766.15	FmiP_Thoc5	Fms-interacting protein/Thoc5		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FmiP_Thoc5_REV	hmm/per_domain/FmiP_Thoc5_REVISION.hmm	361	421	5.457146	TIAMMAt mollusc-revised
PF14638	PF14638.12	FNIP_C	Folliculin-interacting protein C-terminus		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FNIP_C_REV	hmm/per_domain/FNIP_C_REVISION.hmm	187	291	2.730789	TIAMMAt mollusc-revised
PF14637	PF14637.12	FNIP_M	Folliculin-interacting protein middle domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FNIP_M_REV	hmm/per_domain/FNIP_M_REVISION.hmm	224	295	2.453232	TIAMMAt mollusc-revised
PF14636	PF14636.13	FNIP_N	Folliculin-interacting protein N-terminus		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FNIP_N_REV	hmm/per_domain/FNIP_N_REVISION.hmm	146	277	4.535233	TIAMMAt mollusc-revised
PF05994	PF05994.17	FragX_IP	Cytoplasmic Fragile-X interacting family		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	FragX_IP_REV	hmm/per_domain/FragX_IP_REVISION.hmm	881	624	5.555786	TIAMMAt mollusc-revised
PF13324	PF13324.13	GCIP_N	Grap2 and cyclin-D-interacting, N-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	GCIP_N_REV	hmm/per_domain/GCIP_N_REVISION.hmm	141	292	4.843201	TIAMMAt mollusc-revised
PF06972	PF06972.18	GIP1_N	GBF-interacting protein 1 N-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	GIP1_N_REV	hmm/per_domain/GIP1_N_REVISION.hmm	57	50	3.616333	TIAMMAt mollusc-revised
PF12205	PF12205.14	GIT1_C	G protein-coupled receptor kinase-interacting protein 1 C term		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	GIT1_C_REV	hmm/per_domain/GIT1_C_REVISION.hmm	108	285	3.761673	TIAMMAt mollusc-revised
PF13694	PF13694.12	Hph	Sec63/Sec62 complex-interacting family		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Hph_REV	hmm/per_domain/Hph_REVISION.hmm	194	5	1.606445	TIAMMAt mollusc-revised
PF15226	PF15226.12	HPIP	HCF-1 beta-propeller-interacting protein family		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	HPIP_REV	hmm/per_domain/HPIP_REVISION.hmm	132	18	0.681152	TIAMMAt mollusc-revised
PF15018	PF15018.12	InaF-motif	TRP-interacting helix		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	InaF-motif_REV	hmm/per_domain/InaF-motif_REVISION.hmm	34	260	8.763733	TIAMMAt mollusc-revised
PF14722	PF14722.12	KRAP_IP3R_bind	Ki-ras-induced actin-interacting protein-IP3R-interacting domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	KRAP_IP3R_bind_REV	hmm/per_domain/KRAP_IP3R_bind_REVISION.hmm	148	263	3.744186	TIAMMAt mollusc-revised
PF09307	PF09307.16	MHC2-interact	CLIP, MHC2 interacting		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MHC2-interact_REV	hmm/per_domain/MHC2-interact_REVISION.hmm	108	33	1.824829	TIAMMAt mollusc-revised
PF06629	PF06629.19	MipA	MltA-interacting protein MipA		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MipA_REV	hmm/per_domain/MipA_REVISION.hmm	224	142	7.579285	TIAMMAt mollusc-revised
PF10248	PF10248.15	Mlf1IP	Myelodysplasia-myeloid leukemia factor 1-interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Mlf1IP_REV	hmm/per_domain/Mlf1IP_REVISION.hmm	174	640	5.463867	TIAMMAt mollusc-revised
PF15274	PF15274.12	MLIP	Muscular LMNA-interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MLIP_REV	hmm/per_domain/MLIP_REVISION.hmm	791	17	1.597900	TIAMMAt mollusc-revised
PF14500	PF14500.12	MMS19_N	Dos2-interacting transcription regulator of RNA-Pol-II		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MMS19_N_REV	hmm/per_domain/MMS19_N_REVISION.hmm	261	390	3.472366	TIAMMAt mollusc-revised
PF04603	PF04603.19	Mog1	Ran-interacting Mog1 protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Mog1_REV	hmm/per_domain/Mog1_REVISION.hmm	139	283	2.534805	TIAMMAt mollusc-revised
PF15502	PF15502.12	MPLKIP	M-phase-specific PLK1-interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MPLKIP_REV	hmm/per_domain/MPLKIP_REVISION.hmm	78	200	9.652710	TIAMMAt mollusc-revised
PF15749	PF15749.11	MRNIP	MRN-interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	MRNIP_REV	hmm/per_domain/MRNIP_REVISION.hmm	106	192	2.065430	TIAMMAt mollusc-revised
PF14496	PF14496.12	NEL	C-terminal novel E3 ligase, LRR-interacting		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	NEL_REV	hmm/per_domain/NEL_REVISION.hmm	220	16	2.417969	TIAMMAt mollusc-revised
PF05640	PF05640.20	NKAIN	Na,K-Atpase Interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	NKAIN_REV	hmm/per_domain/NKAIN_REVISION.hmm	178	355	2.104454	TIAMMAt mollusc-revised
PF15699	PF15699.11	NPR1_interact	NPR1 interacting		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	NPR1_interact_REV	hmm/per_domain/NPR1_interact_REVISION.hmm	109	20	2.749023	TIAMMAt mollusc-revised
PF10453	PF10453.15	NUFIP1	FMR1-interacting protein 1 (NUFIP1)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	NUFIP1_REV	hmm/per_domain/NUFIP1_REVISION.hmm	53	331	7.401741	TIAMMAt mollusc-revised
PF15293	PF15293.12	NUFIP2	FMR1-interacting protein 2		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	NUFIP2_REV	hmm/per_domain/NUFIP2_REVISION.hmm	594	18	1.454590	TIAMMAt mollusc-revised
PF12237	PF12237.14	PCIF1_WW	Phosphorylated CTD interacting factor 1 WW domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	PCIF1_WW_REV	hmm/per_domain/PCIF1_WW_REVISION.hmm	176	516	4.499725	TIAMMAt mollusc-revised
PF12058	PF12058.14	PipX	PII-interacting protein X		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	PipX_REV	hmm/per_domain/PipX_REVISION.hmm	86	34	1.033447	TIAMMAt mollusc-revised
PF15099	PF15099.12	PIRT	Phosphoinositide-interacting protein family		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	PIRT_REV	hmm/per_domain/PIRT_REVISION.hmm	104	14	3.312012	TIAMMAt mollusc-revised
PF15696	PF15696.11	RAD51_interact	RAD51 interacting motif		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	RAD51_interact_REV	hmm/per_domain/RAD51_interact_REVISION.hmm	37	246	9.890900	TIAMMAt mollusc-revised
PF11626	PF11626.14	Rap1_C	TRF2-interacting telomeric protein/Rap1 - C terminal domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Rap1_C_REV	hmm/per_domain/Rap1_C_REVISION.hmm	83	151	6.677216	TIAMMAt mollusc-revised
PF05797	PF05797.18	Rep_4	Yeast trans-acting factor (REP1/REP2)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Rep_4_REV	hmm/per_domain/Rep_4_REVISION.hmm	108	3	0.682617	TIAMMAt mollusc-revised
PF12231	PF12231.14	Rif1_N	Rap1-interacting factor 1 N terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Rif1_N_REV	hmm/per_domain/Rif1_N_REVISION.hmm	356	197	6.273483	TIAMMAt mollusc-revised
PF11461	PF11461.14	RILP	Rab interacting lysosomal protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	RILP_REV	hmm/per_domain/RILP_REVISION.hmm	69	536	4.077087	TIAMMAt mollusc-revised
PF14768	PF14768.12	RPA_interact_C	Replication protein A interacting C-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	RPA_interact_C_REV	hmm/per_domain/RPA_interact_C_REVISION.hmm	80	304	1.813721	TIAMMAt mollusc-revised
PF14767	PF14767.12	RPA_interact_M	Replication protein A interacting middle		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	RPA_interact_M_REV	hmm/per_domain/RPA_interact_M_REVISION.hmm	81	86	4.138855	TIAMMAt mollusc-revised
PF14766	PF14766.12	RPA_interact_N	Replication protein A interacting N-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	RPA_interact_N_REV	hmm/per_domain/RPA_interact_N_REVISION.hmm	37	286	14.641266	TIAMMAt mollusc-revised
PF10148	PF10148.16	SCHIP-1_C	Schwannomin-interacting protein 1, C-terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	SCHIP-1_C_REV	hmm/per_domain/SCHIP-1_C_REVISION.hmm	239	315	3.032913	TIAMMAt mollusc-revised
PF07550	PF07550.18	Shr-like_HID	Heme-binding protein Shr-like, Hb-interacting domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Shr-like_HID_REV	hmm/per_domain/Shr-like_HID_REVISION.hmm	82	283	6.412582	TIAMMAt mollusc-revised
PF09032	PF09032.17	Siah-Interact_N	Siah interacting protein, N terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Siah-Interact_N_REV	hmm/per_domain/Siah-Interact_N_REVISION.hmm	64	252	12.131653	TIAMMAt mollusc-revised
PF04954	PF04954.19	SIP	Siderophore-interacting protein		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	SIP_REV	hmm/per_domain/SIP_REVISION.hmm	118	80	3.364258	TIAMMAt mollusc-revised
PF04938	PF04938.18	SIP1	Survival motor neuron (SMN) interacting protein 1 (SIP1)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	SIP1_REV	hmm/per_domain/SIP1_REVISION.hmm	225	459	6.832191	TIAMMAt mollusc-revised
PF11708	PF11708.14	Slu7	Pre-mRNA splicing Prp18-interacting factor		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	Slu7_REV	hmm/per_domain/Slu7_REVISION.hmm	257	473	2.305962	TIAMMAt mollusc-revised
PF08236	PF08236.18	SRI	SRI (Set2 Rpb1 interacting) domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	SRI_REV	hmm/per_domain/SRI_REVISION.hmm	77	608	7.203857	TIAMMAt mollusc-revised
PF15133	PF15133.12	TASL	TLR adaptor interacting with SLC15A4 on the lysosome		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TASL_REV	hmm/per_domain/TASL_REVISION.hmm	299	19	1.535400	TIAMMAt mollusc-revised
PF15517	PF15517.13	TBPIP_N	TBP-interacting protein N-terminus		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TBPIP_N_REV	hmm/per_domain/TBPIP_N_REVISION.hmm	100	2	0.496094	TIAMMAt mollusc-revised
PF08623	PF08623.17	TIP120	TATA-binding protein interacting (TIP20)		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TIP120_REV	hmm/per_domain/TIP120_REVISION.hmm	163	433	3.544685	TIAMMAt mollusc-revised
PF12457	PF12457.14	TIP_N	Tuftelin interacting protein N terminal		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TIP_N_REV	hmm/per_domain/TIP_N_REVISION.hmm	92	263	3.045914	TIAMMAt mollusc-revised
PF15041	PF15041.12	TKTI1	Tektin bundle interacting protein 1		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TKTI1_REV	hmm/per_domain/TKTI1_REVISION.hmm	183	9	0.689941	TIAMMAt mollusc-revised
PF15739	PF15739.11	TSNAXIP1_N	Translin-associated factor X-interacting N-terminus		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	TSNAXIP1_N_REV	hmm/per_domain/TSNAXIP1_N_REVISION.hmm	109	653	5.574852	TIAMMAt mollusc-revised
PF10596	PF10596.15	U6-snRNA_bdg	U6-snRNA interacting domain of PrP8		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	U6-snRNA_bdg_REV	hmm/per_domain/U6-snRNA_bdg_REVISION.hmm	158	276	0.779114	TIAMMAt mollusc-revised
PF10574	PF10574.15	UPF0552	Arp2/3-interacting proteins Arpin		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	UPF0552_REV	hmm/per_domain/UPF0552_REVISION.hmm	224	247	1.940994	TIAMMAt mollusc-revised
PF08941	PF08941.16	USP8_interact	USP8 interacting		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	USP8_interact_REV	hmm/per_domain/USP8_interact_REVISION.hmm	179	252	1.603455	TIAMMAt mollusc-revised
PF11797	PF11797.15	WxLIP_HBD	WxL Interacting Protein, host binding domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	WxLIP_HBD_REV	hmm/per_domain/WxLIP_HBD_REVISION.hmm	137	54	2.692749	TIAMMAt mollusc-revised
PF06030	PF06030.19	WxLIP_PGBD	WxL Interacting Protein, peptidoglycan binding domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	WxLIP_PGBD_REV	hmm/per_domain/WxLIP_PGBD_REVISION.hmm	120	59	2.826843	TIAMMAt mollusc-revised
PF02295	PF02295.24	z-alpha	Adenosine deaminase z-alpha domain		10_epigenetics	Epigenetics and RNA biology	10.6_rna_editing	RNA editing	z-alpha_REV	hmm/per_domain/z-alpha_REVISION.hmm	61	214	9.877777	TIAMMAt mollusc-revised
PF16487	PF16487.11	ArgoMid	Mid domain of argonaute		10_epigenetics	Epigenetics and RNA biology	10.7_pirna	piRNA Argonaute	ArgoMid_REV	hmm/per_domain/ArgoMid_REVISION.hmm	80	514	4.678360	TIAMMAt mollusc-revised
PF16486	PF16486.12	ArgoN	N-terminal domain of argonaute		10_epigenetics	Epigenetics and RNA biology	10.7_pirna	piRNA Argonaute	ArgoN_REV	hmm/per_domain/ArgoN_REVISION.hmm	136	789	5.685505	TIAMMAt mollusc-revised
PF13017	PF13017.13	Maelstrom	piRNA pathway germ-plasm component		10_epigenetics	Epigenetics and RNA biology	10.7_pirna	piRNA Argonaute	Maelstrom_REV	hmm/per_domain/Maelstrom_REVISION.hmm	207	306	4.057526	TIAMMAt mollusc-revised
PF02170	PF02170.29	PAZ	PAZ domain		10_epigenetics	Epigenetics and RNA biology	10.7_pirna	piRNA Argonaute	PAZ_REV	hmm/per_domain/PAZ_REVISION.hmm	131	1621	6.458796	TIAMMAt mollusc-revised
PF03368	PF03368.20	Dicer_dimer	Dicer dimerisation domain		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	Dicer_dimer_REV	hmm/per_domain/Dicer_dimer_REVISION.hmm	88	497	4.819389	TIAMMAt mollusc-revised
PF20932	PF20932.4	Dicer_dsRBD	Dicer, dsRNA-binding domain		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	Dicer_dsRBD_REV	hmm/per_domain/Dicer_dsRBD_REVISION.hmm	87	172	1.120667	TIAMMAt mollusc-revised
PF17842	PF17842.8	dsRBD2	Double-stranded RNA binding domain 2		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	dsRBD2_REV	hmm/per_domain/dsRBD2_REVISION.hmm	147	25	1.089478	TIAMMAt mollusc-revised
PF16405	PF16405.11	DUF5013	Domain of unknown function (DUF5013)		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	DUF5013_REV	hmm/per_domain/DUF5013_REVISION.hmm	143	5	1.059570	TIAMMAt mollusc-revised
PF06025	PF06025.18	DUF913	Domain of Unknown Function (DUF913)		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	DUF913_REV	hmm/per_domain/DUF913_REVISION.hmm	368	394	3.916794	TIAMMAt mollusc-revised
PF00275	PF00275.26	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	EPSP_synthase_REV	hmm/per_domain/EPSP_synthase_REVISION.hmm	414	133	8.933502	TIAMMAt mollusc-revised
PF19273	PF19273.6	Exportin-5	Exportin-5 family		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	Exportin-5_REV	hmm/per_domain/Exportin-5_REVISION.hmm	839	395	6.663094	TIAMMAt mollusc-revised
PF26050	PF26050.1	Helical_CED_Drosha	Ribonuclease 3, central domain, two antiparallel helical region		10_epigenetics	Epigenetics and RNA biology	10.8_ncrna	Non-coding RNA processing	Helical_CED_Drosha_REV	hmm/per_domain/Helical_CED_Drosha_REVISION.hmm	132	276	2.413147	TIAMMAt mollusc-revised
PF25312	PF25312.2	Allergen_Asp_f_4	Allergen Asp f 4-like domain		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Allergen_Asp_f_4_REV	hmm/per_domain/Allergen_Asp_f_4_REVISION.hmm	174	179	2.734055	TIAMMAt mollusc-revised
PF16541	PF16541.11	AltA1	Alternaria alternata allergen 1		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	AltA1_REV	hmm/per_domain/AltA1_REVISION.hmm	107	59	2.697205	TIAMMAt mollusc-revised
PF11642	PF11642.14	Blo-t-5	Mite allergen Blo t 5		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Blo-t-5_REV	hmm/per_domain/Blo-t-5_REVISION.hmm	118	7	0.987793	TIAMMAt mollusc-revised
PF16984	PF16984.11	Grp7_allergen	Group 7 allergen		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Grp7_allergen_REV	hmm/per_domain/Grp7_allergen_REVISION.hmm	172	98	4.178040	TIAMMAt mollusc-revised
PF22701	PF22701.4	Mala_s_1-like	Mal s 1 allergenic protein-like		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Mala_s_1-like_REV	hmm/per_domain/Mala_s_1-like_REVISION.hmm	281	18	1.524902	TIAMMAt mollusc-revised
PF01576	PF01576.25	Myosin_tail_1	Myosin tail		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Myosin_tail_1_REV	hmm/per_domain/Myosin_tail_1_REVISION.hmm	1080	4551	20.689598	TIAMMAt mollusc-revised
PF16469	PF16469.11	NPA	Nematode polyprotein allergen ABA-1		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	NPA_REV	hmm/per_domain/NPA_REVISION.hmm	122	40	2.338867	TIAMMAt mollusc-revised
PF09253	PF09253.16	Ole_e_6	Pollen allergen Ole e 6		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Ole_e_6_REV	hmm/per_domain/Ole_e_6_REVISION.hmm	38	12	2.938477	TIAMMAt mollusc-revised
PF03913	PF03913.18	Ragweed_pollen	Ragweed group 5 pollen allergen		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Ragweed_pollen_REV	hmm/per_domain/Ragweed_pollen_REVISION.hmm	43	5	1.879883	TIAMMAt mollusc-revised
PF22750	PF22750.2	Sol_i_2	Ant venom allergen Sol i 2 family		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Sol_i_2_REV	hmm/per_domain/Sol_i_2_REVISION.hmm	90	13	1.272705	TIAMMAt mollusc-revised
PF00261	PF00261.26	Tropomyosin	Tropomyosin		11_mollusc	Mollusc-specific biology	11.10_allergens	Mollusc shellfish allergens	Tropomyosin_REV	hmm/per_domain/Tropomyosin_REVISION.hmm	242	3668	14.646450	TIAMMAt mollusc-revised
